Test Sponsor,System Name,Paralled,Base Threads,Base Results,Peak Results
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5115, 2.40 GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Bronze 3104, 1.70 GHz)",Yes,12,12,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6136, 3.00 GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Bronze 3106, 1.70 GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6130, 2.10 GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6134, 3.20 GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8180, 2.50 GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6150, 2.70 GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4108, 1.80 GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Bronze 3106, 1.70 GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5118, 2.30 GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6140, 2.30 GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4108, 1.80 GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6148, 2.40 GHz)",Yes,80,80,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8160, 2.10 GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8153, 2.00 GHz)",Yes,64,64,4
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8153, 2.00 GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8180, 2.50 GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6138, 2.00 GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6140, 2.30 GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8164, 2.00 GHz)",Yes,104,104,4
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6144, 3.50 GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8160, 2.10 GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,104,104,4
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6148, 2.40 GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8164, 2.00 GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Bronze 3104, 1.70 GHz)",Yes,12,12,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6142M, 2.60 GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 5120, 2.20 GHz)",Yes,56,56,4
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6130, 2.10 GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8170M, 2.10 GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6140, 2.30 GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6140M, 2.30 GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8176M, 2.10 GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8156, 3.60 GHz)",Yes,16,16,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6154, 3.00 GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,96,96,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6132 2.60 GHz),Yes,56,56,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6150 2.70 GHz),Yes,72,72,4
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Platinum 8160 2.10 GHz),Yes,96,96,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 5122 3.60 GHz),Yes,16,16,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6134M 3.20 GHz),Yes,32,32,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6126 2.60 GHz),Yes,48,48,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6142 2.60 GHz),Yes,64,64,4
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Platinum 8164 2.00 GHz),Yes,104,104,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6142M 2.60 GHz),Yes,64,64,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6134 3.20 GHz),Yes,32,32,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6128 3.40 GHz),Yes,24,24,4
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6152 2.10 GHz),Yes,44,44,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8164, 2.00 GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8176M, 2.10 GHz)",Yes,112,112,4
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6148 2.40 GHz),Yes,80,80,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8170M, 2.10 GHz)",Yes,104,104,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6140M, 2.30 GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8153, 2.00 GHz)",Yes,64,64,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8158, 3.00 GHz)",Yes,48,48,4
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6152 2.10 GHz),Yes,88,88,4
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8153, 2.00 GHz)",Yes,32,32,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6154 3.00 GHz),Yes,36,36,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6134 3.20 GHz),Yes,16,16,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6130 2.10 GHz),Yes,32,32,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Platinum 8168 2.70 GHz),Yes,48,48,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6126 2.60 GHz),Yes,24,24,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6142 2.60 GHz),Yes,32,32,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6136 3.00 GHz),Yes,24,24,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6150 2.70 GHz),Yes,36,36,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 5120 2.20 GHz),Yes,28,28,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6128 3.40 GHz),Yes,12,12,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6144 3.50 GHz),Yes,16,16,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6132 2.60 GHz),Yes,28,28,2
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6144 3.50 GHz),Yes,32,32,4
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6130 2.10 GHz),Yes,64,64,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6152 2.10 GHz),Yes,88,88,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6144 3.50 GHz),Yes,32,32,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6138 2.00 GHz),Yes,80,80,4
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6130 2.10 GHz),Yes,64,64,4
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8176, 2.10 GHz)",Yes,112,112,4
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6146 3.20 GHz),Yes,48,48,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6150, 2.70 GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8156, 3.60 GHz)",Yes,16,16,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6154, 3.00 GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6132, 2.60 GHz)",Yes,28,28,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6142, 2.60 GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8164, 2.00 GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6126, 2.60 GHz)",Yes,24,24,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Platinum 8176M 2.10 GHz),Yes,56,56,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Silver 4114 2.20 GHz),Yes,20,20,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Silver 4116 2.10 GHz),Yes,24,24,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Silver 4112 2.60 GHz),Yes,8,8,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Silver 4110 2.10 GHz),Yes,16,16,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Platinum 8170M 2.10 GHz),Yes,52,52,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Bronze 3106 1.70 GHz),Yes,16,16,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6142M 2.60 GHz),Yes,32,32,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Silver 4108 1.80 GHz),Yes,16,16,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6140 2.30 GHz),Yes,36,36,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Bronze 3104 1.70 GHz),Yes,12,12,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 5122 3.60 GHz),Yes,8,8,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 5118 2.30 GHz),Yes,24,24,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 5115 2.40 GHz),Yes,20,20,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6130 2.10 GHz),Yes,32,32,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 5118 2.30 GHz),Yes,24,24,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6154 3.00 GHz),Yes,36,36,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6146 3.20 GHz),Yes,24,24,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6148 2.40 GHz),Yes,40,40,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8153, 2.00 GHz)",Yes,32,32,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6136 3.00 GHz),Yes,24,24,2
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6148 2.40 GHz),Yes,40,40,2
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6142, 2.60 GHz)",Yes,64,64,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6140, 2.30 GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6136, 3.00 GHz)",Yes,48,48,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6126, 2.60 GHz)",Yes,48,48,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6134, 3.20 GHz)",Yes,32,32,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5120, 2.20 GHz)",Yes,56,56,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6128, 3.40 GHz)",Yes,24,24,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5118, 2.30 GHz)",Yes,48,48,4
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 5115 2.40 GHz),Yes,20,20,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8156 3.60 GHz),Yes,8,8,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6140 2.30 GHz),Yes,36,36,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 5122 3.60 GHz),Yes,8,8,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6138 2.00 GHz),Yes,40,40,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6144 3.50 GHz),Yes,16,16,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 5120 2.20 GHz),Yes,28,28,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8176 2.10 GHz),Yes,56,56,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8170 2.10 GHz),Yes,52,52,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8158 3.00 GHz),Yes,24,24,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8160 2.10 GHz),Yes,48,48,2
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8180 2.50 GHz),Yes,56,56,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8156, 3.60 GHz)",Yes,8,8,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6134M, 3.20 GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8176, 2.10 GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6140M, 2.30 GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8158, 3.00 GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6138, 2.00 GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8180M, 2.50 GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5115, 2.40 GHz)",Yes,40,40,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6134M, 3.20 GHz)",Yes,32,32,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6138, 2.00 GHz)",Yes,80,80,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5122, 3.60 GHz)",Yes,16,16,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8176, 2.10 GHz)",Yes,112,112,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6140M, 2.30 GHz)",Yes,72,72,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6142M, 2.60 GHz)",Yes,64,64,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8176M, 2.10 GHz)",Yes,112,112,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)",Yes,96,96,4
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6132, 2.60 GHz)",Yes,56,56,4
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,28,28,1
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,112,112,4
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6242, 2.80GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4208, 2.10GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4215, 2.50GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4216, 2.10GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6238, 2.10GHz)",Yes,44,44,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6230, 2.10GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6240, 2.60GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6254, 3.10GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8280M, 2.70GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240, 2.60GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5220, 2.20GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6252, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4216, 2.10GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5222, 3.80GHz)",Yes,8,8,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6240L, 2.60GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6244, 3.60GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6246, 3.30GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5215M, 2.50GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8280L, 2.70GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6238M, 2.10GHz)",Yes,44,44,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5215, 2.50GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6238L, 2.10GHz)",Yes,44,44,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6240M, 2.60GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5220, 2.20GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6230, 2.10GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4216, 2.10GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6244, 3.60GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5218, 2.30GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5222, 3.80GHz)",Yes,8,8,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8270, 2.70GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4210, 2.20GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5215, 2.50GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6242, 2.80GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6254, 3.10GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8280M, 2.70GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Bronze 3204, 1.90GHz)",Yes,12,12,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4208, 2.10GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6226, 2.70GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8253, 2.20GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240, 2.60GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6252, 2.10GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8270, 2.70GHz)",Yes,52,52,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Bronze 3204, 1.90GHz)",Yes,12,12,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6226, 2.70GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4214, 2.20GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8253, 2.20GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8256, 3.80GHz)",Yes,8,8,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8276, 2.20GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6246, 3.30GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6244, 3.60GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4210, 2.20GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4215, 2.50GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8260L, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4208, 2.10GHz)",Yes,16,16,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6262V, 1.90GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8276L, 2.20GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6222V, 1.80GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6246, 3.30GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6226, 2.70GHz)",Yes,24,24,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5215M, 2.50GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8276L, 2.20GHz)",Yes,56,56,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8260L, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5218N, 2.30GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5220S, 2.70GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6230N, 2.30GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6252N, 2.30GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6230N, 2.30GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6238M, 2.10GHz)",Yes,44,44,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240M, 2.60GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5220S, 2.70GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240L, 2.60GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6238L, 2.10GHz)",Yes,44,44,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6262V, 1.90GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6252N, 2.30GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,48,48,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6222V, 1.80GHz)",Yes,40,40,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240Y, 2.60GHz)",Yes,36,36,2
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5218B, 2.30GHz)",Yes,32,32,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4210, 2.20GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Bronze 3204, 1.90GHz)",Yes,12,12,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5215M, 2.50GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5215, 2.50GHz)",Yes,20,20,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5222, 3.80GHz)",Yes,8,8,2
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8253, 2.20GHz)",Yes,32,32,2
